frames_mean,frames_median,frames_std,frames_min,frames_max,distance_mean,distance_median,distance_std,distance_min,distance_max,fitness_mean,fitness_median,fitness_std,fitness_min,fitness_max,wins_mean,wins_median,wins_std,wins_min,wins_max
543.5222222222222,529.0,237.97251138070445,133.0,1219.0,965.0666666666667,717.0,536.416397131101,301.0,2130.0,275542.58115306246,129897.62521847048,276595.8625614111,28999.641230180132,941127.155502713,0.0,0.0,0.0,0.0,0.0
550.1666666666666,462.0,262.3250845801827,133.0,1190.0,1007.8333333333334,713.0,570.4755180256789,303.0,2131.0,300795.58720847213,130631.55192931555,296935.65012165596,29346.624014906527,941385.6063690861,0.0,0.0,0.0,0.0,0.0
583.1666666666666,532.5,291.3992393035141,133.0,1251.0,1081.3333333333333,722.5,614.5121099972997,299.0,2146.0,342722.1799051133,131980.99395920432,318192.43021236354,28449.93142181293,951799.067521475,0.0,0.0,0.0,0.0,0.0
589.4888888888889,473.5,270.4285999193151,135.0,1241.0,1107.2777777777778,716.5,571.565783669499,314.0,2226.0,345766.52842248726,130326.75734820745,304127.8687296908,32154.350977578695,1019366.7928814848,0.0,0.0,0.0,0.0,0.0
596.8,537.0,262.4816692012352,279.0,1247.0,1103.3444444444444,723.0,563.904210957679,434.0,2226.0,342077.7877950678,130326.75734820745,300023.3638460433,50795.786668421366,1019366.7928814848,0.0,0.0,0.0,0.0,0.0
610.9111111111112,562.5,305.76881769818067,133.0,1262.0,1120.4555555555555,810.5,620.920538145871,307.0,2178.0,361690.7885669187,162824.02377017005,324568.10029958596,30284.204440724425,979975.7667878051,0.0,0.0,0.0,0.0,0.0
620.9222222222222,586.0,288.7284086310477,133.0,1240.0,1131.0333333333333,723.5,621.2550281486662,304.0,2146.0,366725.7694684183,131549.22224693964,325874.5987124427,29561.053645472188,951799.067521475,0.0,0.0,0.0,0.0,0.0
566.1222222222223,475.0,260.66942998440584,133.0,1260.0,1013.4,710.0,581.8359218886369,296.0,2147.0,304865.0572946445,130005.32762356885,302571.25612396706,27977.023169872355,951778.7628791715,0.0,0.0,0.0,0.0,0.0
563.6555555555556,564.5,225.51083546823256,133.0,1119.0,1059.9,723.0,553.2874890647316,302.0,2130.0,321297.9745789952,131804.2567185879,284134.80880141666,29253.176943892373,944745.662888014,0.0,0.0,0.0,0.0,0.0
569.5444444444445,511.5,279.8207823713485,133.0,1150.0,1101.3,816.0,602.3802868620453,310.0,2147.0,350121.2748911744,166475.38074225024,319217.1569306176,30813.62112133064,959675.3710186563,0.0,0.0,0.0,0.0,0.0
545.4444444444445,478.0,271.99216128864657,133.0,1150.0,1062.4555555555555,723.0,588.757753638231,302.0,2180.0,329714.7334755662,131804.2567185879,307681.0885159062,29253.176943892373,983276.1677602024,0.0,0.0,0.0,0.0,0.0
576.6111111111111,582.5,274.95263003912527,133.0,1314.0,1117.8333333333333,816.5,603.127630679352,302.0,2356.0,357959.34861380124,159700.72026889212,318425.3353951319,29253.176943892373,1127743.351849853,0.0,0.0,0.0,0.0,0.0
604.8555555555556,618.0,275.3974728001173,133.0,1184.0,1203.6333333333334,1229.0,594.6785209954478,313.0,2180.0,398353.9009315676,351287.6634995703,311945.2834951978,31761.87217641555,983580.9741693144,0.0,0.0,0.0,0.0,0.0
529.1333333333333,478.0,249.62265744741825,133.0,1144.0,1026.6666666666667,723.0,550.6236867811305,302.0,2180.0,306467.72996097454,131804.2567185879,274582.13065809995,29253.176943892373,983580.9741693144,0.0,0.0,0.0,0.0,0.0
551.1777777777778,548.0,261.1662977141737,133.0,1242.0,1057.9333333333334,810.5,563.281709666171,302.0,2152.0,322556.87639668287,161628.75976972553,288813.39987152675,29253.176943892373,961162.7701606174,0.0,0.0,0.0,0.0,0.0
572.9444444444445,478.0,298.9267603020703,133.0,1211.0,1065.2,723.0,633.4804776435938,302.0,2153.0,339373.89782285393,131804.2567185879,328939.3908931456,29253.176943892373,962658.7884010237,0.0,0.0,0.0,0.0,0.0
571.5222222222222,555.5,276.9801127148052,133.0,1231.0,1079.3444444444444,898.5,588.2578830016478,302.0,2151.0,336673.4038267688,195056.51834585136,304376.6111842718,29253.176943892373,960633.7973469982,0.0,0.0,0.0,0.0,0.0
603.4888888888889,607.0,281.7790010488695,133.0,1246.0,1139.6777777777777,903.0,604.9163914271822,302.0,2148.0,368454.4850809543,195710.8599636569,315829.893360761,29253.176943892373,957276.6180489744,0.0,0.0,0.0,0.0,0.0
611.5777777777778,554.0,300.9350235433917,133.0,1371.0,1099.2111111111112,723.0,635.7734483716043,302.0,2179.0,354604.0933219639,131804.2567185879,336273.9599958561,29253.176943892373,982408.2327133474,0.0,0.0,0.0,0.0,0.0
623.5555555555555,663.0,259.25697723863397,133.0,1184.0,1217.0555555555557,1411.0,591.3970909091474,312.0,2178.0,404653.3281098804,451665.0362888442,305271.8448477108,31727.066154389362,983986.1405938594,0.0,0.0,0.0,0.0,0.0
540.2888888888889,478.5,279.8552897657583,133.0,1206.0,1002.3111111111111,722.0,609.968061904236,312.0,2153.0,306601.76964450773,131318.219359933,309780.09365669073,31539.238743549886,959420.2779657344,0.0,0.0,0.0,0.0,0.0
562.2777777777778,510.0,284.4188237159253,133.0,1193.0,1025.0666666666666,723.0,607.2060020198161,312.0,2151.0,315532.1679895042,131787.8507371936,311706.639861358,31539.238743549886,959477.4619764915,0.0,0.0,0.0,0.0,0.0
635.8333333333334,612.5,268.6652708814032,133.0,1264.0,1209.5222222222221,921.0,618.831986312885,307.0,2147.0,405312.89645051153,202779.34960580774,324730.50522819994,30771.173154460925,956719.6366554623,0.0,0.0,0.0,0.0,0.0
608.8333333333334,576.5,283.0253718504953,133.0,1221.0,1143.3777777777777,723.0,607.2566833771143,313.0,2148.0,369823.76889701193,132080.43718132266,323056.8058305587,31539.238743549886,955904.6978015446,0.0,0.0,0.0,0.0,0.0
568.8333333333334,480.0,301.5027270928813,133.0,1258.0,1084.4888888888888,724.0,638.8536651159628,311.0,2148.0,349631.07663984946,131738.59852462675,325037.69575580437,31068.544733501778,950844.8573453533,0.0,0.0,0.0,0.0,0.0
600.1888888888889,613.0,304.0396134440541,133.0,1201.0,1132.388888888889,899.0,636.9535949335441,302.0,2148.0,370409.98191297374,194024.31274220417,330929.4725644309,29172.90283250209,956871.8071903224,0.0,0.0,0.0,0.0,0.0
540.9777777777778,516.0,283.54266689621386,133.0,1246.0,1006.4111111111112,722.5,583.9449535405132,301.0,2148.0,302757.4288297881,133919.9093742721,299074.9745820592,28999.641230180132,956516.4323505426,0.0,0.0,0.0,0.0,0.0
578.2,480.0,329.3177189280893,133.0,1356.0,1051.5444444444445,702.0,676.9226964089623,312.0,2179.0,341500.52172786783,122790.98560714719,353731.358049976,31539.238743549886,983174.3885906815,0.0,0.0,0.0,0.0,0.0
584.8,519.0,302.512119132808,133.0,1181.0,1098.5111111111112,728.5,646.6294361180296,301.0,2148.0,357160.1255781634,131738.59852462675,337131.4478358986,28999.641230180132,957377.5982417751,0.0,0.0,0.0,0.0,0.0
517.8333333333334,480.0,288.43201586817264,133.0,1212.0,961.2888888888889,714.0,603.48565746456,306.0,2147.0,287936.8199886805,127769.85555445169,304758.3559337782,29910.791182891826,957074.3904805358,0.0,0.0,0.0,0.0,0.0
558.5111111111111,521.0,288.6849587908915,133.0,1170.0,1050.2777777777778,728.5,617.5092446951305,312.0,2152.0,329216.5664195708,131771.42762160732,317579.5420910947,31539.238743549886,961111.7591327953,0.0,0.0,0.0,0.0,0.0
550.6111111111111,524.0,303.51414737096025,133.0,1254.0,1053.3111111111111,705.5,647.6246279793813,312.0,2148.0,338043.9202788799,128579.93395556156,331075.4618503723,31583.571704435657,956871.8071903224,0.0,0.0,0.0,0.0,0.0
492.75555555555553,435.5,285.5110159817193,133.0,1203.0,919.5777777777778,677.0,613.8372925526724,304.0,2179.0,273646.3661159183,122258.12402451654,304873.4422965949,29561.053645472188,980549.3638215376,0.0,0.0,0.0,0.0,0.0
580.5222222222222,581.0,263.62103388419683,133.0,1243.0,1112.3666666666666,813.0,634.2402708052455,304.0,2162.0,362436.8163588787,163177.82488948095,326377.33436479885,29561.053645472188,959148.8951562183,0.0,0.0,0.0,0.0,0.0
538.7222222222222,436.0,298.87429642197134,133.0,1249.0,1004.8444444444444,682.5,633.1881221443524,313.0,2178.0,312831.68021231005,123097.04221270978,329204.6077208622,31761.87217641555,982356.9796650492,0.0,0.0,0.0,0.0,0.0
656.9444444444445,603.0,298.08106135043613,147.0,1412.0,1234.3222222222223,902.0,633.6220890470873,312.0,2189.0,420580.47080627334,195226.91738089535,345859.6299898461,31583.571704435657,983580.9741693144,0.0,0.0,0.0,0.0,0.0
621.6111111111111,522.0,323.2801913182517,141.0,1303.0,1115.6777777777777,723.5,674.6415810187704,302.0,2179.0,370534.8987863894,131404.77835110232,361821.30103946605,29172.90283250209,983327.0241753261,0.0,0.0,0.0,0.0,0.0
588.6555555555556,559.0,275.92564059145076,133.0,1248.0,1067.7777777777778,774.0,585.8663438357815,302.0,2179.0,329584.3295704909,149807.71931203903,317783.6726260411,29172.90283250209,981894.7158197192,0.0,0.0,0.0,0.0,0.0
682.9111111111112,647.0,296.1648431549357,135.0,1247.0,1229.0666666666666,910.0,642.2180972570334,315.0,2178.0,418727.57409787603,198062.4809295877,351516.4252718497,32333.563765365696,983377.8584645331,0.0,0.0,0.0,0.0,0.0
